106.788574,left
107.102043,left
107.415512,left
107.728981,left
108.042450,left
108.367531,left
108.681000,left
108.994469,left
109.307938,left
109.633018,left
109.946487,left
110.259956,left
110.573425,left
110.886894,left
111.200363,left
111.525444,left
111.838913,left
112.152382,left
112.465851,left
112.790932,left
113.104401,left
113.417870,left
113.731339,left
114.044807,left
114.369888,left
114.683357,left
114.996826,left
115.310295,left
115.635376,left
115.948845,left
116.262314,left
116.575783,left
116.889252,left
117.214333,left
117.527802,left
117.841270,left
118.154739,left
118.468208,left
118.781677,left
119.106758,left
119.420227,left
119.733696,left
120.047165,left
120.372246,left
120.685715,left
120.999184,left
121.312653,left
121.626122,left
121.939590,left
122.264671,left
122.578140,left
122.891609,left
123.205078,left
123.518547,left
123.843628,left
124.157097,left
124.470566,left
124.784035,left
125.109116,left
125.422585,left
125.736053,left
126.049522,left
126.362991,left
126.676460,left
127.001541,left
127.315010,left
127.628479,left
127.941948,left
128.267029,left
128.580505,left
128.893967,left
129.207443,left
129.520905,left
129.845993,left
130.159454,left
130.472931,left
130.786392,left
131.099869,left
131.413330,left
131.715195,left
132.017059,left
132.318909,left
132.632385,left
132.945847,left
